1698153032345,3.592,-0.200,3.268,0.000,4.456,-88.000,5.028,275.900,2.292,-0.200,3.816,-0.100,2.816,-0.200,2.896,-0.200,47.774
1698153032369,3.592,-0.200,3.236,-0.100,4.460,-85.500,5.028,283.700,2.292,-0.200,3.816,0.000,2.788,-0.300,2.896,-0.200,47.236
1698153032393,3.632,-0.200,3.232,-0.100,4.456,-85.500,5.016,293.800,2.292,-0.100,3.780,0.000,2.792,-0.300,2.924,-0.200,47.236
1698153032417,3.620,-0.200,3.232,0.000,4.452,-87.600,5.020,293.800,2.292,-0.100,3.780,0.000,2.804,-0.200,2.912,-0.200,47.236
1698153032442,3.588,-0.200,3.268,0.000,4.452,-88.300,5.020,281.100,2.292,-0.200,3.820,0.000,2.804,-0.300,2.888,-0.100,47.236
1698153032466,3.588,-0.200,3.244,0.000,4.452,-87.200,5.020,305.900,2.292,-0.100,3.820,0.000,2.784,-0.300,2.888,-0.200,47.236
1698153032490,3.612,-0.200,3.228,-0.100,4.456,-87.200,5.020,282.900,2.292,-0.200,3.792,0.000,2.776,-0.300,2.904,-0.200,47.236
1698153032513,3.640,-0.200,3.228,0.000,4.452,-89.500,5.020,282.900,2.292,-0.200,3.776,0.000,2.776,-0.300,2.928,-0.200,47.236
1698153032537,3.600,-0.200,3.264,0.000,4.452,-87.000,5.020,278.500,2.292,-0.200,3.816,0.000,2.816,-0.300,2.900,-0.200,47.236
1698153032561,3.600,-0.200,3.248,0.000,4.456,-86.400,5.016,287.800,2.292,-0.100,3.816,0.000,2.800,-0.300,2.900,-0.200,47.236
1698153032585,3.592,-0.200,3.248,0.000,4.452,-86.400,5.020,287.800,2.292,-0.200,3.800,0.000,2.784,-0.300,2.888,-0.200,47.236
1698153032609,3.632,-0.200,3.224,0.000,4.452,-87.800,5.020,281.600,2.292,-0.200,3.772,0.000,2.784,-0.300,2.916,-0.200,47.236
1698153032633,3.632,-0.100,3.260,0.000,4.452,-86.100,5.020,306.900,2.292,-0.200,3.772,0.000,2.812,-0.300,2.916,-0.200,47.236
1698153032657,3.620,-0.200,3.256,0.000,4.456,-86.100,5.024,290.200,2.292,-0.200,3.808,0.000,2.808,-0.300,2.924,-0.200,47.236
1698153032681,3.588,-0.200,3.256,0.000,4.452,-88.300,5.020,290.200,2.292,-0.200,3.812,0.000,2.788,-0.200,2.892,-0.200,47.236
1698153032705,3.616,-0.200,3.224,0.000,4.448,-88.000,5.008,278.600,2.292,-0.100,3.772,-0.100,2.788,-0.300,2.892,-0.200,47.236
1698153032735,3.636,-0.200,3.252,0.000,4.448,-88.200,5.008,281.700,2.292,-0.100,3.796,-0.100,2.812,-0.200,2.924,-0.200,47.236
1698153032759,3.636,-0.100,3.260,0.000,4.456,-88.600,5.020,287.100,2.292,-0.100,3.796,0.000,2.816,-0.200,2.924,-0.200,47.774
1698153032783,3.600,-0.200,3.260,0.000,4.452,-88.600,5.016,287.100,2.292,-0.200,3.820,0.000,2.796,-0.200,2.912,-0.200,47.236
1698153032807,3.592,-0.200,3.228,-0.100,4.452,-87.100,4.996,292.300,2.292,-0.200,3.780,0.000,2.796,-0.300,2.884,-0.200,47.236
1698153032831,3.592,-0.200,3.248,-0.100,4.424,-24.900,4.996,445.600,2.280,-0.100,3.780,0.000,2.792,-0.300,2.900,-0.100,47.236
1698153032856,3.636,-0.200,3.264,0.000,4.412,-24.900,4.996,326.700,2.280,0.100,3.784,0.000,2.808,-0.300,2.900,-0.200,47.236
1698153032880,3.620,-0.200,3.264,0.000,4.412,-81.500,4.972,326.700,2.280,-0.200,3.820,0.000,2.788,-0.300,2.924,-0.200,47.774
1698153032904,3.588,-0.200,3.228,-0.100,4.412,-53.400,4.972,354.300,2.284,-0.200,3.788,-0.100,2.788,-0.200,2.900,-0.200,47.236
1698153032928,3.588,-0.200,3.240,-0.100,4.412,-81.900,5.004,348.600,2.284,0.000,3.788,0.000,2.784,-0.200,2.900,-0.200,47.236
1698153032951,3.616,-0.200,3.268,0.000,4.412,-81.900,4.992,348.600,2.280,-0.200,3.776,0.000,2.808,-0.200,2.884,-0.200,47.236
1698153032976,3.636,-0.200,3.268,0.000,4.412,-50.400,4.992,357.900,2.280,-0.200,3.816,0.000,2.808,-0.200,2.912,-0.200,47.236
1698153032999,3.600,-0.200,3.232,0.000,4.412,-82.700,4.992,322.100,2.280,0.000,3.796,0.000,2.796,-0.200,2.920,-0.200,47.774
1698153033024,3.600,-0.200,3.236,0.000,4.412,-82.700,4.984,355.500,2.280,-0.100,3.796,-0.100,2.780,-0.200,2.920,-0.200,47.774
1698153033048,3.592,-0.200,3.236,0.000,4.404,-52.100,4.988,355.500,2.280,-0.100,3.772,-0.100,2.800,-0.200,2.892,-0.200,47.236
1698153033072,3.632,-0.200,3.268,0.000,4.404,-82.700,4.992,317.600,2.280,-0.100,3.808,0.000,2.800,-0.200,2.892,-0.200,47.236
1698153033096,3.620,-0.200,3.236,0.000,4.412,-53.100,4.992,364.500,2.280,-0.100,3.808,0.000,2.796,-0.200,2.920,-0.200,47.236
1698153033120,3.620,-0.200,3.232,0.000,4.412,-53.100,4.996,364.500,2.280,0.000,3.808,0.000,2.780,-0.200,2.920,-0.200,47.236
1698153033144,3.588,-0.200,3.232,-0.100,4.412,-79.300,4.992,334.700,2.280,-0.100,3.772,0.000,2.788,-0.300,2.912,-0.200,47.236
1698153033168,3.616,-0.200,3.268,-0.100,4.412,-53.300,4.992,358.500,2.292,-0.100,3.796,-0.100,2.788,-0.200,2.884,-0.200,47.774
1698153033191,3.616,-0.200,3.240,-0.100,4.412,-53.100,4.996,352.200,2.280,-0.100,3.796,0.000,2.808,-0.200,2.900,-0.200,47.236
1698153033215,3.636,-0.200,3.240,0.000,4.444,-53.100,5.004,352.200,2.280,-0.100,3.816,-0.100,2.776,-0.200,2.900,-0.200,47.236
1698153033239,3.600,-0.200,3.228,0.000,4.444,-48.900,4.996,355.700,2.284,-0.100,3.776,-0.100,2.776,-0.200,2.924,-0.200,47.236
1698153033263,3.596,-0.300,3.264,0.000,4.416,-51.300,4.996,357.500,2.280,-0.100,3.776,0.000,2.792,-0.200,2.900,-0.200,47.236
1698153033287,3.596,-0.100,3.244,0.000,4.440,-51.300,5.004,380.400,2.276,-0.200,3.784,-0.100,2.808,-0.200,2.884,-0.200,47.236
1698153033316,3.636,-0.200,3.224,0.000,4.436,-44.800,4.996,380.400,2.276,-0.100,3.820,0.000,2.788,-0.300,2.884,-0.200,47.236
1698153033341,3.620,-0.200,3.224,0.000,4.452,-88.200,5.020,291.300,2.292,-0.100,3.784,0.000,2.788,-0.200,2.916,-0.200,47.774
1698153033365,3.588,-0.200,3.264,0.000,4.452,-87.700,5.020,292.800,2.292,-0.100,3.776,0.000,2.792,-0.200,2.924,-0.200,47.774
1698153033389,3.588,-0.200,3.252,0.000,4.456,-87.500,5.020,285.600,2.292,-0.200,3.776,0.000,2.820,-0.200,2.896,-0.200,47.236
1698153033413,3.616,-0.100,3.252,-0.100,4.456,-87.500,5.020,285.600,2.292,-0.200,3.820,-0.100,2.800,-0.200,2.896,-0.200,47.236
1698153033437,3.636,-0.100,3.224,0.000,4.456,-89.200,5.020,286.000,2.292,-0.100,3.796,-0.100,2.800,-0.200,2.892,-0.200,47.236
1698153033461,3.600,-0.200,3.256,0.000,4.456,-86.400,5.020,300.100,2.292,-0.100,3.796,0.000,2.784,-0.300,2.924,-0.200,47.236
1698153033485,3.600,-0.200,3.256,0.000,4.456,-86.400,5.020,300.100,2.292,-0.200,3.772,0.000,2.808,-0.300,2.916,-0.200,47.236
1698153033508,3.592,-0.200,3.256,0.000,4.452,-90.200,5.020,275.000,2.292,-0.100,3.812,0.000,2.808,-0.300,2.916,-0.200,47.774
1698153033532,3.636,-0.200,3.224,-0.100,4.452,-88.700,5.020,288.700,2.292,-0.100,3.808,0.000,2.808,-0.200,2.888,-0.200,47.774
1698153033556,3.620,-0.200,3.252,-0.100,4.452,-87.300,5.020,286.000,2.292,-0.200,3.808,0.000,2.780,-0.300,2.900,-0.200,47.236
1698153033580,3.620,-0.200,3.252,-0.100,4.452,-87.300,5.020,286.000,2.292,-0.100,3.772,0.000,2.808,-0.300,2.900,-0.200,47.774
1698153033605,3.588,-0.200,3.260,0.000,4.452,-88.500,5.020,285.600,2.292,-0.200,3.800,0.000,2.808,-0.300,2.928,-0.200,47.236
1698153033629,3.616,-0.200,3.228,0.000,4.456,-85.600,5.024,307.100,2.292,-0.200,3.816,0.000,2.816,-0.200,2.908,-0.200,47.236
1698153033653,3.616,-0.200,3.244,0.000,4.456,-85.600,5.024,307.100,2.292,-0.200,3.816,0.000,2.788,-0.200,2.888,-0.200,47.236
1698153033677,3.636,-0.200,3.244,0.000,4.452,-88.900,5.016,278.900,2.292,-0.100,3.776,0.000,2.796,-0.300,2.888,-0.200,47.236
1698153033700,3.600,-0.200,3.268,0.000,4.452,-89.400,5.016,285.900,2.292,-0.100,3.788,0.000,2.796,-0.200,2.912,-0.200,47.774
1698153033724,3.596,-0.200,3.232,0.000,4.452,-87.600,5.020,286.200,2.292,-0.100,3.788,0.000,2.812,-0.300,2.924,-0.200,47.774
