DJI_20220825151710_0001_V.JPG,-0.000000,0.000000,94.384000,178.5,0.0,180.0
DJI_20220825151711_0002_V.JPG,0.064032,1.031294,94.321000,-0.7,0.09999999999999432,0.0
DJI_20220825151713_0003_V.JPG,-0.017709,6.415799,94.322997,-0.2,0.09999999999999432,0.0
DJI_20220825151714_0004_V.JPG,-0.007991,15.807647,94.325980,0.0,0.09999999999999432,0.0
DJI_20220825151715_0005_V.JPG,-0.063276,27.952712,94.323938,0.2,0.09999999999999432,0.0
DJI_20220825151716_0006_V.JPG,-0.061116,43.140433,94.364853,0.2,0.09999999999999432,0.0
DJI_20220825151718_0007_V.JPG,-0.017385,59.794603,94.398718,0.3,0.09999999999999432,0.0
DJI_20220825151719_0008_V.JPG,0.064248,77.490358,94.397526,0.3,0.09999999999999432,0.0
DJI_20220825151720_0009_V.JPG,0.135946,96.183108,94.395270,-179.6,0.0,180.0
DJI_20220825151721_0010_V.JPG,0.207320,115.269744,94.397952,-179.6,0.0,180.0
