satellite,time-per-sat
0,1.0200000000000002
1,2.4049999999999994
2,66.363
3,38.330000000000005
4,4.788
5,1.9999999999999998
6,70.98400000000001
7,51.26500000000001
8,39.71200000000001
9,28.761
