satellite,time-per-sat
0,1.0170000000000003
1,2.394
2,66.40299999999999
3,38.376
4,4.776999999999999
5,1.9999999999999998
6,70.503
7,51.26800000000001
8,39.68800000000001
9,28.447000000000003
